x,y,z,pitch,roll,yaw,object_name
48.8581619263,-7.62189435959,-3.81469718036e-08,0.000170754719875,-9.1552734375e-05,-12.0006885529,static.prop.constructioncone
56.8386917114,-4.16339635849,0.00655353534967,-0.00012294339831,-6.1035152612e-05,12.0001649857,static.prop.box01
90.7881240845,-3.64753460884,0.00655349716544,6.83018879499e-06,-3.0517578125e-05,-3.99984908104,static.prop.box01
112.581558228,-6.35818719864,0.00655349716544,1.366037759e-05,2.74463236565e-05,-4.00000095367,static.prop.box01
